tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
"Save the civillians dude ""@macibii: fuck chelios RT @akbarFR Aparat bangsat !!",,,,
Galakbener ._. RT @Revisukma: What the fuck bangsat !!,,,,
What the fuck bangsat !!,,,,
cuma ada WADEN BANGSAT !! FUCK YOU !!,,,,
Bangsat! Fuck this feeling,,,,
"@thi_alcantara91 Fuck to barca, barca is dog, barca the pig bangsat !!",,,,
"Jing, nyet, setan, kampret, bangsat, asshole, fuck! The words are specially for you ********",,,,
"bangsat garek 2% file interupted, fuck..!!",,,,
"Kaget bangun,, bangsat ,,,, Fuck",,,,
Mr.Simple menjdi Mr.Bangsat you know ? fuck just to share .,,,,
"fuck,
jancok,
bangsat,  pic.twitter.com/fSGN1bOm",,,,
"Fuck fuck fuck,bangsat,kebiasaan!",,,,
"ANJING, HATE YOU BANGSAT !!! FUCK",,,,
"..bangsat..

fuck you
fukc off",,,,
"FUCK THIS RT""@IAMrezkyrr: just fuck you!! @awee_perdana: What the suck RT""@IAMrezkyrr: hanjeng keparat bangsat!! @awee_perdana: Fucking""",,,,
"just fuck you!! @awee_perdana: What the suck RT""@IAMrezkyrr: hanjeng keparat bangsat!! @awee_perdana: Fucking",,,,
Bangsat!!! . . . .fuck,,,,
FUCK YOU BANGSAT,,,,
@Siddiqdeff fuck bangsat loe CHEATers point blank..,,,,
"gw merasa gagal menjadi bangsa Indonesia. I mean, what the actual fuck Is this shit --- (at)AgamaChiBi ?!?!?!",,,,
Anjink!!bangsat!fuck white my life!!!!!!,,,,
BANGSAT HP RUSAK SHIT FUCK TO THE MY WAY !!,,,,
Chelsea bangsat fuck lah,,,,
FUCK OFF BABI BANGSAT,,,,
"so ? what his time at my !!! bangsat ! RT @iWontApoligize: @abdimulia14 ew, you support lfc? FUCK OFF MY TIMELINE!",,,,
"Hahah fuck, bangsat khe",,,,
Bete! Bangsat! Gamood! Fuck!,,,,
RT @Rektyboy Fuck you too RT @ichaxmaricax: si BANGSAT msh sms jg.sok perhatian.FUCK!,,,,
"Nawang ci bangsat,to be ci !!! ""Fuck You""",,,,
"WASIT BANGSAT.
FUCK WASIT BADJINGAN.",,,,
Bangsat..fuck,,,,
"Bangsat RT @anggaXtolet: Fuck me den RT @deniaryandi: Fak it tolet! Fak it tolet! Fakit RT @hypebeast: HUF 2012 Summer ""Fuck It"" Headwear",,,,
Anjing lu bangsat fuck you,,,,
Fuck you too RT @ichaxmaricax: si BANGSAT msh sms jg.sok perhatian.FUCK!,,,,
"I hate little girls ...
fuck you bastard ...
(m)*(m)",,,,
fuck to aparat bangsat..,,,,
"emang bangsat tu cow,,fuck fuck fuck !!!!!!!",,,,
RTedt@lynfazri: Fuck lu bangsat !!,,,,
BANGSAT IDUP AH!!!!!!!!!!!!! FUCK!!!!!!!!!!!!!!!,,,,
"AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ !!! BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸ lu gino, mj, marimas ky taiii *fuck",,,,
@kimsatria @arievip6661 bangsat FUCK.,,,,
Heh bangsat fuck ahahhahahaha,,,,
FUcK~Â» indonesian speak RT @_TR23_: Bangsat,,,,
Fuck plagiat! Bangsat!,,,,
"FUCK WEEKEN BANGSAT BASTARD, CABUUT .. !!!",,,,
Fckfckfckfck fuck that iputta kpop shop anjing bangsat thingy! Give back my money you...........UGH!!!!,,,,
"Bangsat disekitar kita.. For you bangsat, fuck you and have a nice day !",,,,
"Woe,... #FPI suck thiss ass #FUCK #BANGSAT kau #FPI â€Žâ€‹â”ŒÐŸâ”�(â—£_â—¢)â”ŒÐŸâ”�  pic.twitter.com/AF2YA4sT",,,,
Fuck!! Bangsat!! Anjink!! Arghh!!!!!!!! Damn you!!!!,,,,
Fuck cowo bangsat!,,,,
Bangsat !!!!! Fuck this night,,,,
Fuck !!! Bangsat !!,,,,
Bangsat RT @alfianlalat: fuck RT @emelly_luvluv #jaritengah,,,,
Fuck to #orion.. Bangsat..,,,,
"fuck you lah, bangsat!",,,,
"Lady Gaga concert is in jeopardize. She may not be approved here coz of ""Tidak sesuai moral bangsa"". I'd say fuck that quote! Go loser!",,,,
Kan w inget trus omongan u ya BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸TÌ¸ AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸  bener2 pengen w bakar u njing ..? Fuck buat u ya,,,,
RT @raz_uchiha: Lady gaga perusak moral bangsa ? Oh ya ? So ? U mad bro ? Fuck your self,,,,
"PÌ¸Ì¸AÌ¸Ì¸NÌ¸Ì¸TÌ¸Ì¸EÌ¸Ì¸KÌ¸Ì¸Ì¸Ì¸, anjing, bangsat, bedebah, fuck you, â”ŒÐŸâ”�(â–º _â—„)â”ŒÐŸâ”�",,,,
bangsat fuck,,,,
"""Menyelamatkan moral bangsa"" , who the fuck ask you to save us? Who are you to pretend that you're care? social control freak hypocrites",,,,
Fuck! Bangsat!,,,,
"KETIKA SAHABAT MENJADI BANGSAT
(â€¾Îµâ€¾Ò‚)Ò§
â”ŒÐŸâ”� FÌ…Ì²Ì¶Ì¥UÌ…Ì²Ì¶Ì¥CÌ…Ì²Ì¶Ì¥KÌ…Ì²Ì¶Ì¥ â”ŒÐŸâ”�",,,,
heh bangsat !! *fuck*,,,,
Ah fuck! Bangsat! Shok anjing!,,,,
"Bangsat sekali lo RT @fckexo I HATE EXO , SM*SH IS MUCH BETTER!! Fuck EXO!! @SMent_EXO @12blossoms",,,,
"ngeri kalee RT @SanjayaLeman: Fuck,freak,shit,sexs,vagin,penis,dog,suck for you *BANGSAT""",,,,
Sante ndon RT @brandonpiontek: BERENGSEEK ! BANGSAT ! FUCK ! SHIT !,,,,
nyebuuuuttt ndon RT@brandonpiontek: BERENGSEEK ! BANGSAT ! FUCK ! SHIT !,,,,
"fuck manchester city , bangsat :(",,,,
"City juara,,bangsat banget deh ah,fuck city..!!",,,,
"Owhhh fuck damn....
Bangsat",,,,
"Now no one is worthless =)) ""@Cesc4Carlota: ANJING! Malingsia Gol! Fuck,Bangsat!""",,,,
"Rere bacot bangsat, fuck!",,,,
Bangsat lah fuck banget,,,,
"That ""bangsat"" feeling when your new shirt shrink after one wash and that sellsman said ""shrink is not an option"" FUCK",,,,
Fuck bangsat!,,,,
Bangsat ga penting fuck,,,,
Jantan bangsat... fuck you,,,,
"Asu,bajingan,bangsat,tai,iblis,â”ŒÐŸâ”� FÌ…Ì²Ì¶Ì¥UÌ…Ì²Ì¶Ì¥CÌ…Ì²Ì¶Ì¥KÌ…Ì²Ì¶Ì¥ â”ŒÐŸâ”� lah !!!",,,,
Fuck off!RT @dedepasek: Kerasssss RT @mangbanyuu: Bangsat! â˜º,,,,
"#4famouswords in my twitter is 1. Kleng , 2.Bangsat 3.Anjing 4.Fuck",,,,
Maling bangsat!!! *FUCK,,,,
"Sakit hati gue bangsat !
Fuck ! [Like it?  http://bit.ly/M0qr3eÂ  ]",,,,
@mrmaar regional mnager mna leh fuck boss hg depan ampa. Ur regional manager not being professional then. Eventho boss hg bangsat. Huhu,,,,
Badmood gua.tay.fuck.bangsat.,,,,
bangsat ! fuck !!,,,,
BANGSAT!!!! TOLOL!!! IDIOT!!!! FUCK!!!,,,,
"TEMAN KAYA BANGSAT >

FUCK YOU",,,,
"Modem bangsat!,fuck yea!",,,,
"Ish mely mely mely bangsat kleng fuck , mely bangsat keleng fuck ,, bangsat mely bangat mely fuck mely fuck !!!!!!",,,,
"Juvelet bangsat.â”ŒÐŸâ”�
  @Juventino0209: @MilanCurvalix @acmilannyc  u stupid fucks if u don't underst (cont)  http://j.mp/JdJZ0OÂ ",,,,
"#fuck
#anjink
#bangsat
#binatang
#jancok
#bajingan
#keparat
#asu 
for you",,,,
3 bangsat :fuck,,,,
RT @_Kiranaa Fuck lo.bangsat.,,,,
Fuck lo.bangsat.,,,,
Anjing weh bangsat fuck fuck fuck fuck fuck,,,,
"RT @maputsabi Hell yeah.! Fuck yeah! ""@Arlandvtrs: BANGSAT !!!!!!!!!!!!!!!!!!""",,,,
Totally wrecked and so fuck'n bangsat today,,,,
Lebar eq ~ â€œ@dhofarbrachest Bangsat anjing fuck damn shit asshole bitch !!!!!!!â€�,,,,
Bangsat wasit ! Fuck !,,,,
city bangsat !!!!!!!!!!!!!!!!!! fuck,,,,
"Bangsat, fuck",,,,
RT @audria_wuri: RT @dedeSAG: PHP bangsat ! Fuck,,,,
PHP bangsat ! Fuck,,,,
The power of mutual hate brought both team supporters together at D'stall. Who the fuck is man united? FAM Bangsat!,,,,
"Ahh, BANGSAT WASIT dan HAKIM GARIS FA, FUCK lah !!!",,,,
"Shut the fuck up, plastic. RT @fjfck: THIS IS LONDON, IDIOT. :)) RT apiqrda: Wasit anjing!!!!!!!!!!!!!!! Mati lu bangsat!!!!!!!!!!!!!!!!!!!!",,,,
RT @crescentiaRINI: Beehhhh takut ._. RT @ardyROTF: Fuck bangsat.,,,,
Beehhhh takut ._. RT @ardyROTF: Fuck bangsat.,,,,
Fuck bangsat.,,,,
What the fuck!! Bangsat banget ga pinalty!!,,,,
"BANGSAT LO!
IBU MACEM APA LO, ANJING!
PIG! FUCK! BITCH
I HATE YOU MOM!",,,,
"RT ""@abracadabbraa: This phone are acting like fuck..go lowbatt all the time i go for twitter. Just like bangsat.""",,,,
This phone are acting like fuck..go lowbatt all the time i go for twitter. Just like bangsat.,,,,
Bangsat Fuck!,,,,
"JB fuck u ,,,because ,,menghina bangsa indonesia ,,,??
Your dog's ,,and country USA the devil,,",,,,
Bangsat teroris! RT @enryollakojiro: Fuck what you heard. Recognize what you see.,,,,
Tot tot tot tot tot tot tai lu wey tot tot tot tot fuck you woy anjing monyet bangsat tooooooooot @EnRanger,,,,
Tot tot tot tot tot tot tai lu wey tot tot tot tot fuck you woy anjing monyet bangsat toooooooot @EnRanger,,,,
makoto playboy bangsat :fuck :fuck,,,,
Fuck bangsat,,,,
BANGSAT !! FUCK !!!! ARGH !!!!!!!!!!!!!!!!!!!!!!,,,,
yahaha BANGSAT . Fuck,,,,
RT @DaffaLucky20 : Bangsat lo fuck!,,,,
Bangsat lo fuck!,,,,
LOVE IS BULLSHIT RT @BgsKusumaPutra: LOVE IS FUCK ! RT @denapuspitaa_ Love is broke RT @BgsKusumaPutra: Cinta itu bangsat !,,,,
"Ohh, pantesan ._. RT @Samudroid_: @Gengtaros promotor bangsat @enranger talent fuck you !",,,,
@Gengtaros promotor bangsat @enranger talent fuck you !,,,,
Bangsat!! Avenged7fold batal! Fuck!,,,,
FUCK YOU MANCINI #BANGSAT,,,,
"keselek ""@SerindAdnires: Ketawa?RT alfin_M: wakwakwakwak ""@SerindAdnires: What the fuck? Gue download failed bangsat!!!",,,,
"Ketawa?RT @alfin_M: wakwakwakwak ""@SerindAdnires: What the fuck? Gue download failed bangsat!!!""",,,,
"wakwakwakwak ""@SerindAdnires: What the fuck? Gue download failed bangsat!!!""",,,,
What the fuck? Gue download failed bangsat!!!,,,,
@justinbieber bangsat tai fuck foolish damn shitty devil fucker man:-)go to hell and fuck titit,,,,
fucking anal â”ŒÐŸâ”�â–º_â—„â”ŒÐŸâ”�RT @Iqbal_kharis Dsar fucking pussy RT @Ganesha_Purnama: fuck kiss my ass bangsat ÐŸâ”�(â–º_â—„)â”ŒÐŸRT,,,,
Waduh serem amat -_- RT @YukikiyoNow: Edit lo bangsat RT @Artharf: wow =P RT @YukikiyoNow: Fuck! me,,,,
Edit lo bangsat RT @Artharf: wow =P RT @YukikiyoNow: Fuck! me,,,,
"what the fuck is this?
Bangsat !!!",,,,
"FUCK.... FUCK.... FUCK....
BANGSAT
aarrggghhhhh,,,,,,,,,,,,,,",,,,
Bangsat ! RT @fadlyHaryadi: fuck RT @RizkyIndiart: #HalaMadrid,,,,
"RT @Lydiaoctsa: FUCK FOR YOU TOO ""@clivenmiracle: @justinbieber You Is GAY, you are HOMIOSEXUAL people !! FUCK For You !"" Bangsat !",,,,
fuck internet. bangsat,,,,
Fuck lo mas bangsat,,,,
fuck bangsat !,,,,
fuck for ex satpam bangsat..,,,,
"Fuck, cok, bangsat!!!!",,,,
"Last time I checked, I was over 21 and nobody gave a fuck what I did. But when I say I support Bersih now I'm a pengkhianat bangsa. Fakyu.",,,,
"RT! @EUNHYUKYADONG: BANGSAT LO @nurul_0916 BILANG SUJU BANCI,MURAHAN. FUCK YOU TO THE MAX. BABI TO THE MAX. ANJING TO THE MAX",,,,
Fuck the thief! Bangsat!!,,,,
Uh bangsat fuck anjir aing kesel fuck,,,,
Bangsat gue ditinggal sendiri-_- fuck you all fuck fuck t(-__-t),,,,
"#[235451089812134:0] <<< hacker bangsat!! Fuck chelshit,",,,,
Remember this ! You only a lucky person ! You'r voice is not good ! FUCK YOU ! @justinbieber Bangsat !,,,,
FUCK YOU! Bangsat,,,,
Cewe bangsat... Fuck..,,,,
Bangsat! Hahahahahahahahahahahahahaha fuck,,,,
FUCK !! BANGSAT !!,,,,
"leader gua K.A.M.S.E.U.P.A.Y 

bangsat lo
 #FUCK TOD LU...",,,,
Bangsat Goalll tai bet ! FUCK WASIT,,,,
hoi Consumed Bangsat ! Suckberg yeah!  RT @Agnktaring: heyyooo  @stoya .. Fuck me #yeah,,,,
IM3 bangsat!!!! Fuck,,,,
"Fuck your face broo ?! (â–ºË› â—„ Ò‚)Ò§ 

#BANGSAT",,,,
bangsat banget egois fuck!,,,,
Fuck all. On sampe pagi. TORRES bangsat!,,,,
Wasit bangsat fuck anjrit (â•°â•­â•®â•¯)å‡¸,,,,
"Ahh , bangsat ! Fuck",,,,
@xio_tom Fuck you ca'. Bangsat kau.,,,,
FUCK emakkk !!! Bangsat !!! Hahaha,,,,
"Fuck you! Why so lawa meh you? You have curi my heart you bitch! Haha, bahasa jiwa bangsa XP",,,,
@ultrasmalaya07 FAM itu bangsat.....fuck you...,,,,
Bangsat fuck,,,,
@okaantarra madrid bangsat. Fuck,,,,
@SafuanMohdNoor fuck you qnd go to hell penipu bangsat !,,,,
"bangsat bray !!
fuck to you !! >:o",,,,
Anyer bangsat! Fuck!,,,,
Haha ! Love this ! RT @anissaapriliani: Bangsat!!!! FUCK!!!! BITCH!!!!,,,,
just wanna fuck and bangsat,,,,
Bangsat fuck,,,,
"haha. RT @arrybagoez: bangsa*t bro ,haha RT
@alfiarief: fuck.",,,,
Aaahh!!!! Bangsat! Bangsat!! Fuck,,,,
"Cheater BANGSAT !!!!
Fuck !!!",,,,
Madrid anjing !!! Wasit bangsat !!! Fuck youu !!,,,,
"bangsat, gue di kick. fuck",,,,
dafuq is that?! Fuck lahRT @abintoro @ramareynandar you too. RT @fakhriyanugrah i love youRT @abintoro @ramareynandar Tuh. Cowo bangsat. RT,,,,
Fuck lo bangsat,,,,
FUCK FOR YOU BANGSAT !,,,,
"Tm bdo,bangsat,clake,fuck you",,,,
Fuck.... :p RT @DiahSambhu: Bangsat !!!!!!!,,,,
Jaing bangsat =fuck you,,,,
Maling bangsat! Fuck!,,,,
fuck you police ! bangsat,,,,
sip mksh jay RT miss you RT too RT @ejabar Heavy BorndasDay @tryastrayes fuck anjing bangsat taik bangke but i missyou :'),,,,
"RT @yosefbakhtiar: Anjing,bangsat,fuck you,damn!!",,,,
"Anjing,bangsat,fuck you,damn!!",,,,
@AwieShafee fuck real bangsat ! haha,,,,
"@rimaanggen fuck youuuuuuuu, inan bangsat ci rim-_______-",,,,
bangsat. fuck this day,,,,
Taiiitaiitaii fuck fuck bangsat,,,,
lu bangsat RT @zammy_bayu @Rasyid_Fadly Geng PHP juga bangsat =D RT @Rasyid_Fadly: Geng motor BANGSAAAATT I DON'T LIKE YOU I JUST FUCK UP,,,,
"geng php juga :)) RT @zammy_bayu: Geng PHP juga bangsat =D RT Rasyid_Fadly: Geng motor BANGSAAAATT
I DON'T LIKE YOU I JUST FUCK UP",,,,
"Geng PHP juga bangsat =D RT @Rasyid_Fadly: Geng motor BANGSAAAATT
I DON'T LIKE YOU I JUST FUCK UP",,,,
"Gay! RT @kevin_harumal: What the fuck jam 9.30 udh mabok bangsat""",,,,
"RT ""@midianas: Bangsat fuck my everything""",,,,
"""Error establishing a database connection..!!!
BANGSAT *fuck*",,,,
"Bangsat, fuck !",,,,
Puki :D @ZiwCrushAnger: haha Fuuckkk RT @ramadhanseptian Bangsat !! @ZiwCrushAnger: Fuck You !!! :D RT @ramadhanseptian Just me !!,,,,
"haha Fuuckkk RT @ramadhanseptian
Bangsat !! @ZiwCrushAnger: Fuck You !!! :D RT @ramadhanseptian Just me !!",,,,
Bangsat !! @ZiwCrushAnger: Fuck You !!! :D RT @ramadhanseptian Just me !!,,,,
RT @vandwin: Bangsat emang. Fuck!,,,,
Bangsat emang. Fuck!,,,,
selow cok selow.. :D RT @chokythemax: Fuck!signal BANGSAT!!!,,,,
Fuck!signal BANGSAT!!!,,,,
Fuck cewe bangsat,,,,
Madrid bangsat fuck,,,,
Bangsat !! Fuck!,,,,
BANGSAT :fuck:  http://twitpic.com/udy72Â :,,,,
"Laporan BANGSAT ...
Fuck you ..",,,,
RT @ayoeLondho: AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ BÌ¸Ì¸AÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸SÌ¸Ì¸AÌ¸Ì¸TÌ¸Ì¸ FÌ¸Ì¸UÌ¸Ì¸CÌ¸Ì¸KÌ¸Ì¸ kalau gw suka ngomong kayak gini trs lu mau apa???,,,,
"Mending bilang I love You lebih enak didenger RT ""@ayoeLondho: AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ BÌ¸Ì¸AÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸SÌ¸Ì¸AÌ¸Ì¸TÌ¸Ì¸ FÌ¸Ì¸UÌ¸Ì¸CÌ¸Ì¸KÌ¸Ì¸",,,,
AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ BÌ¸Ì¸AÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸SÌ¸Ì¸AÌ¸Ì¸TÌ¸Ì¸ FÌ¸Ì¸UÌ¸Ì¸CÌ¸Ì¸KÌ¸Ì¸ kalau gw suka ngomong kayak gini trs lu mau apa???,,,,
"Bangsat ya !! Pakdemsit pisan lah !! #ITEMAN2 #WINDA RT @tantragone: Yeah, that's fuck'n right RT @inno_centus: Tired !!",,,,
Manager bangsat :p fuck @DinoRaturandang,,,,
give a fuck to things they don't really have to give a fuck to adalah salah satu etos hidup bangsa indonesia yang santun dan berbudi luhur.,,,,
Shit fuck kon*** jan**k pe*** t** bangsa* AÌ¸Ì¸nÌ¸Ì¸jÌ¸Ì¸iÌ¸Ì¸nÌ¸Ì¸gÌ¸Ì¸,,,,
BANGSAT !! Fuck off >:O,,,,
bangsat RT @FaisalHazm: @dinoe20 @Diditt91 @deleteall_ @EvlenkThabrani what the fuck,,,,
"RT ""@EzarYudhiztiraa: Kleng bangsat khe! Fuck!""",,,,
IM SURE IM NOT YOUR CHILD!! FUCK BANGSAT!,,,,
"Klee inguh cg kne2 nox...
Bangsat !!!
Fuck !!!",,,,
Ah fuck !!!! Bangsat...,,,,
Fuck... Anjing... Bangsat @oongJenkiest Fuck. Hahahahaha,,,,
RT @Rhaiazzah: ITIL LAAAH ! FUCK LO BANGSAT,,,,
@aang_acong heh bangsat lo twitter gue dibajak fuck you,,,,
AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ hilang uang 50Rb lah fuck bangsat !?>:O,,,,
FUCK. 4 POIN. BANGSAT,,,,
Bangsat!! Fuck,,,,
C'MON AND JUST PLAY RT @arsad_outSIDer: FUCK RT @Ariibondan: SHIT RT @arsad_outSIDer: DAMN RT @Ariibondan: BANGSAT !!!,,,,
RT @virdacil FUCK TO BANGSAT â”ŒÐŸâ”�(â–ºË›â—„)â”ŒÐŸâ”�,,,,
Bangsat lo! Fuck,,,,
@BANGSAT_ hahaha wie the fuck is dat ?,,,,
loing nya lama #bangsat...fuck,,,,
Bangsat RT @mamensays: Fuck off ðŸ˜¡,,,,
"Apaan? Â¬_Â¬ ""@ulfahkhairanis: @RandyGyanandra bangsat.. What the fuck sama lo!!""",,,,
Kle bangsat RT @glendavenia: Life fucks us all over,,,,
fUCK cewe bangsat !!!,,,,
Bangsat fuck you very much miss SA,,,,
fuck RT @den_Gaoren: Easy easy RT oimerlin BANGSAT !!,,,,
FAM bangsat! I'm here. fuck fuck fuck. RT @ayshardzn: Tan Sri Annuar Musa is found guilty.,,,,
Anjing bangsat ihhh !! Fuck fuck,,,,
Fuck UEFA really fuck you! Anjing! Anjing! Anjing! Bangsat! Wasit tai!,,,,
bangsat ga di bls â€œ@balqiiqbal: WHAT THE FUCK ABOUT THEORY !â€�,,,,
"Lately, people easily say bad words such as 'fuck', 'anjing', 'bangsat', 'babi', etc...as if those words are meaningless",,,,
"Ah ""Singapore we fuck you"" somemore lah, ""Singapore anjing"" somemore lah, ""Singapore bangsat"" somemore lah. I'll get back to you all by FT.",,,,
>:O BRENGSEK  ANJING FUCK BITCH BABI SETAN BANGSAT FUCK FUCK FUCK FUCK,,,,
"What the fuck!!! Felly di peluk,bangsat",,,,
FUCK YOU DADDY! BOKAP ANJING! MATI AJA LO BANGSAT!!! ANJING!!! HATE YOU SO MUCH.,,,,
"Ap masalh?RT @dudut_parah: Siall,RT @Ode_dwikiy: Bangsat @dudut_parah fuck You",,,,
"Siall,RT @Ode_dwikiy: Bangsat @dudut_parah fuck You",,,,
Bangsat @dudut_parah fuck You,,,,
Mbois RT @kvnOSD: pearch bangsat jancok newcastle hina laknat. fuck off motherfucker,,,,
pearch bangsat jancok newcastle hina laknat. fuck off motherfucker,,,,
Fuck nigga arbok bangsat.,,,,
Fuck ci kleng bangsat fuckfuckfuck ci paling fuck !,,,,
Yeeaahh RT @kompiangagung: Insom!!!! #Three !!!! Fuck me !!!! RT @cikunk: Insom !!!! #3 !!!! Bangsat cang !!!!,,,,
Insom!!!! #Three !!!! Fuck me !!!! RT @cikunk: Insom !!!! #3 !!!! Bangsat cang !!!!,,,,
"Arrrgghhh bangsat, fuck uuu !!",,,,
Eits :D RT @fahmiiadi: restooo bangsat ! fuck,,,,
restooo bangsat ! fuck,,,,
BANGSAT . fuck off !!,,,,
Fuck you! Anjing lo! Sial! Bangsat! Asu! Njink!!!! Damn!!! [Like it?  http://shrtn.us/zzR0Â  ],,,,
"FUCK COWO'
BANGSAT ??",,,,
Kick out racism from this world RT @HardianSatam: FUCK BUAT CINA ANJING BANGSAT!!!!!,,,,
"BANGSAT ' fuck fuck fuck , â˜¹",,,,
FUCK!!! Kesell bangsat!!!,,,,
fuck bangsat lo !!!,,,,
"Anjing , bangsat , bitch , fuck â”ŒÐŸâ”�(â–ºË›â—„'!) , !!!!!!! I want dead",,,,
Fuck you anjing bangsat Ð©(ÂºÐ”ÂºÑ‰),,,,
Bangsat fuck !!,,,,
DOG!!! FUCK!!! DAMN!!! BANGSAT !!!!!!!,,,,
Fuck!!RT @nandorinando: Bitch!! RT @adhiemrizkia: Bangsat!!RT @nandorinando: KAMPRET!!,,,,
@1khpol ehhh bangsat... why dont u just shut da fuck up mutter ficken,,,,
Lo gw end! Bangsat! Fuck!,,,,
FUCK RT @AhmadZafirS :@DhafiKadafi BANGSAT,,,,
RT @alviraDA Admin @Genereight_98 bangsat!!!!!!!fuck,,,,
"Why?idon't understand ! U fuck him! RT""@ootakouki_: Tai bangsat ci amah !RT""@KevinWoo34: @LocketsKece : y",,,,
Sumpah yo benar benar what the fuck. Corel bangsat !!!!,,,,
"Tai bangsat ci amah !RT""@KevinWoo34: @LocketsKece : yeah @ootakouki_ shit damn fuck!!!! I hate ootakouki !!!""",,,,
"bangsat anjing
fuck youuuuu",,,,
"Fuck you ""@ivanfadila_: tau bangsat,hahaRT @X9fams: @kevinakbrlbs follback jing""",,,,
BANGSAT LO!! FUCK,,,,
What the fuck! Pagi2 udah kaya gini! Mood ancur parah! Bangsat emang! [Like it?  http://goo.gl/uxwI6Â  ],,,,
Km bangsat @rickyramdhany fuck you bitch,,,,
@romiyoserizal bangsat *fuck,,,,
Enak aja! No more karma for me! ILY karel :D RT @jossieamano: @dbyoink fuck you bangsat heartbreaker lu!inget karma is haunting you neeeee,,,,
FUCK FOR THIS RESULT. BANGSAT,,,,
"1 BANGSAT buat LO.
FUCK YOU GIRL",,,,
BANGSAT bet emang!  Fuck!!,,,,
RT @putrapdp: BB bangsat ! fuck ! damn ! shit ! tiap hari buffering -__-,,,,
"fuck!!
laptop bangsat internet lemot",,,,
RT @Yaumilikhwan: FUCK HAHAHAHAHAHAHAHA !!!!!!! BANGSAT HAHAHAHAHAHA,,,,
FUCK HAHAHAHAHAHAHAHA !!!!!!! BANGSAT HAHAHAHAHAHA,,,,
"TORRES BIKIN GOOLLL BANGSAT . Fuck buat yang ngeraguin el nino . 
We love you torres !",,,,
fuck so much for gina fawrus bangsat....,,,,
FUCK SHIT! BANGSAT!,,,,
"Fuck,bangsat",,,,
"What the fuck ini download 90% terus lost connection. Speedy bangsat. -_____-""",,,,
"Otedayo RT @anthoni_a_p: Ooh yes pussy fucking baby RT @bapa_bangsa: Fuck me yeah, sshh RT @anthoni_a_p: Put your ...  http://tmi.me/n2IcoÂ ",,,,
"Fuck me yeah, sshh RT @anthoni_a_p: Put your hands up RT @bapa_bangsa: Yeah, are u ready guys ? C'mon !! RT ...  http://tmi.me/n2HR7Â ",,,,
asshole!! damn!! motherfucker!! RT @dRewChristianJr: Bangsat!!! Fuck!!! Bitch!!!! Holyshit!!! Hell!!!!,,,,
Bangsat fuck fuck fuck.......,,,,
Bangsat!!! Fuck!!! Bitch!!!! Holyshit!!! Hell!!!!,,,,
FUCK YOU! BANGSAT! BAJINGAN! FREAK!,,,,
"Ah! Fuck you! Stay away from me, anjing tai babi lo! Bangsat!!!",,,,
BANGSAT fuck,,,,
blee najiss fuck bangsat !!,,,,
"M.U goblok , tolol M.U . Bangsat !!! FUCK",,,,
Indon rap macam bangsat ! Fuck .,,,,
"You know fuck ?? Its you brayy !! Ci ketua ne ""@nyomanadioconk: sing nawang be cang, ahha :DRT @monyongdiibee Ade bangsat !! Eee tugas ne e""",,,,
Fuck lah buat cowo kaya lo IRFAN !! AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ bangsat . . Ahhhhhh. .,,,,
Anjing bangsat cot asu fuck bitch asshole shit slut whore,,,,
| BANGSAT | FUCK | gdeg cang..,,,,
@HakimDilaga bangsat lo fuck !!!!,,,,
"BANGSAT luh yye

FUCK",,,,
"RT ""@bellasintya_: RT ""@inay_sarwaning: kleng bangsat!! Njing! Fuck shit damn!""""",,,,
"ow tobi really fuck.
Bangsat.",,,,
@fauziahaaa bangsat fuck,,,,
"RT @bellasintya_: RT ""@inay_sarwaning: kleng bangsat!! Njing! Fuck shit damn!""",,,,
"RT ""@inay_sarwaning: kleng bangsat!! Njing! Fuck shit damn!""",,,,
"Ahahaha.. Bangsat, kasar nih si saurus! RT @gunnersaurus_: oh and kenny dalglish you can fuck off you stupid bitter cunt",,,,
RT @indrie_leonardo: FUCK TO HACKER BANGSAT â”ŒÐŸâ”�(â–ºË›â—„)â”ŒÐŸâ”�,,,,
