Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;
3053;i voted for his rival, but guys please stop this . this is way insane .  #PrabowoGila;1;1;1;0;0;0;0;0;1;1;0;0;vote rival guy please stop way insane prabowo gila;0;1;0;0;0;0;0;0;0;0;0;0;
3059;USER Ingin ku berkata bangsad:)';0;1;0;0;0;0;0;0;0;0;0;0;user bangsat;1;1;1;0;0;0;0;0;1;1;0;0;
3071;ardhito ardhito tai anjing. EveRyThing Is ABout LOoks. Kontol;1;1;1;0;0;0;0;0;1;1;0;0;ardhito ardhito tai anjing everything look kontol;0;1;0;0;0;0;0;0;0;0;0;0;
3072;USER USER Apa mentang2 didanai kafir?\nApa mentang2 aparat pro?';1;1;1;0;1;0;0;0;0;1;0;0;user user mentang mentang dana kafir mentang mentang aparat pro;0;0;0;0;0;0;0;0;0;0;0;0;
3078;beneran sinting itu orang huf';1;1;1;0;0;0;1;0;0;1;0;0;sinting orang;0;1;0;0;0;0;0;0;0;0;0;0;
3080;USER USER USER Makanya cebong ber IQ200 sekolam, karena gak bisa bedain fakta dengan provokasi, gak bisa bedain fakta dgn fitnah';1;1;1;0;0;0;0;0;1;1;0;0;user user user kecebong ber iq kolam beda fakta provokasi beda fakta fitnah;1;1;0;1;0;0;0;0;1;0;1;0;
3083;Booo malaysia you don't deserve it. A lot of controversies on your gold medals #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;boo malaysia deserve lot controversy gold medal shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
3084;USER Cina Senang Indonesia Susah........candaan si encek pendiri CSIS Harry tjan silalahi di thn 80 an;1;0;0;1;0;1;0;0;0;0;1;0;user cina senang indonesia susah canda encek csis harry tjan silalahi;0;0;0;0;0;0;0;0;0;0;0;0;
3085;RT USER USER brati yg milih anies sandi goblok komau dikadalin saracen jelas jelas bajingan kok .. kenak loe ya;1;1;0;1;0;0;0;0;1;0;1;0;user user arti pilih anies sandi goblok kadal saracen bajing nak;1;1;1;0;0;0;0;0;1;1;0;0;
3094; USER she lives in sby? yeah if I'm bullshit, then what?haha if you aren't bullshit, can you proof that? You had a relationship with her;0;1;0;0;0;0;0;0;0;0;0;0;user live susilo bambang yudhoyono bullshit bullshit proof relationship;1;1;1;0;0;0;0;0;1;1;0;0;
3100;RT USER paham kan hukum menuduh pelacur (S. An-Nur)?Begini ini islam apa kafir? Ini tugas ulama. Bkn mlh mengompori;1;0;1;0;1;0;0;0;0;1;0;0;user paham hukum tuduh lacur si nur islam kafir tugas ulama kompor;0;0;0;0;0;0;0;0;0;0;0;0;
3101;"We NEVER, NOTE IT MY WORDS ""N E V E R"" DRAGGED YOUR IDOLS IN THIS MESSED. WE TALKED ABOUT LIGHTSTICK COLOR, WE DEFENDED WHATS OURS. BUT BECAUSE YOU HAVE NO RELEVANT ARGUMENTS AGAINST US, THIS OUT!! CLASSIC!! KAMPUNGAN CARA LO!! PAKE BILANG ADA YG FITNAH!!";1;1;1;0;0;0;0;0;1;1;0;0;never note e v e r drag idol mess talk lightstick color defend relevant argument u classic kampung pakai bilang fitnah;0;0;0;0;0;0;0;0;0;0;0;0;
3105;Usai Dibebaskan Pengadilan Ust. Alfian Tanjung Langsung Ditangkap Lagi. Dimana keadilan? URL URL;1;0;1;0;0;0;0;0;1;1;0;0;bebas adil ustaz alfian tanjung langsung tangkap adil;0;0;0;0;0;0;0;0;0;0;0;0;
3116;USER Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja, contoh nyata pak kwik ekonom dan ustadz felix siauw \xf0\x9f\x98\x85';1;0;0;1;0;1;0;0;0;0;1;0;user masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw;0;0;0;0;0;0;0;0;0;0;0;0;
3118;USER Sama seperti indonesia harus ada perubahan caranya #2019GantiPresiden;0;0;0;0;0;0;0;0;0;0;0;0;user indonesia ubah ganti presiden;1;0;1;0;0;0;0;0;1;1;0;0;
3121;why don't you say to all of them that you're not a liar? just say it louder and prove them wrong.;0;0;0;0;0;0;0;0;0;0;0;0;say liar say loud prove salah;1;0;1;0;0;0;0;0;1;1;0;0;
3123;Takut sekali rezim ini sm #2019GantiPresiden Smp dselidiki kya jatuhnya helikopter pngangkut warga china;1;0;0;1;0;0;0;0;1;0;1;0;takut rezim ganti presiden selidik jatuh helikopter angkut warga cina;1;0;1;0;0;0;0;0;1;1;0;0;
3125;USER USER di situlah tidak adilnya kelen.. negra republik cebong dimana yang hoax maaih di kejar';1;1;1;0;0;0;0;0;1;1;0;0;user user situ adil negara republik kecebong hoaks kejar;1;1;0;1;0;0;0;0;1;0;1;0;
3127;Belajarlah dari timor leste..karena pribumi bukan lagi pemilik kedaulatan timor leste etnis cina pengkhianat perompak ahok;1;1;0;1;0;1;0;0;0;0;1;0;bajar timor leste pribumi milik daulat timor leste etnis cina penghianat perompak ahok;0;0;0;0;0;0;0;0;0;0;0;0;
3129;"USER Oohhh... itu kaos yg rencana ditukar pake KTP ya?; #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;user oohhh kaos rencana tukar pakai kartu tanda duduk ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0;
3130;"Indonesia's  USER must face reality and accept DEFEAT. AGAIN Ã°ÂÂÂ­

GUE YAKIN WOWO NANGIS DARAH BACA BERITA INI. ENJOY THAT SHIT LOOSER!Ã°ÂÂÂ­
#KalahKokMauMakar
#prabowogila  pic.twitter.com/RnRl7qmgLR";1;1;1;0;0;0;0;0;1;1;0;0;indonesia user must face realita accept defeat wowo menang darah baca berita enjoy shit loose kalah makar prabowo gila;0;1;0;0;0;0;0;0;0;0;0;0;
3131;USER Ah tai ki. Besok gausah diperpanjang kali ya. Busuk bgt USER di jkt. Ngerasain 200kbps aja kaga gua. Ana jg ngeluh mulu';0;1;0;0;0;0;0;0;0;0;0;0;user tai ki besok kali busuk banget user jakarta kbps keluh mulu;1;1;1;0;0;0;0;0;1;1;0;0;
3137;USER USER USER sama mbak... saya juga lagi puasa... kmrn2 pas puasa np sampeyan gak tegur juga gerung bicara bang bong? sampeyan mau caper dng gerung? gak rela twiy gerung aku troll? gerung udah kafir.. apalagi puasa... np sampeyan;0;0;0;0;0;0;0;0;0;0;0;0;user user user mbak puasa kemarin kemarin pa puasa np tegur gerung bicara bang kecebong cari perhati gerung rela twit gerung troll gerung kafir puasa np;1;1;1;0;0;0;0;0;1;1;0;0;
3140;USER USER \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3kira kira ekspresi pas kaget nya gimana ya?? teriak ayam ayam apa cebong cebong cebong';0;0;0;0;0;0;0;0;0;0;0;0;user user ekspresi pa kaget teriak ayam ayam kecebong kecebong kecebong;1;1;0;1;0;0;0;0;1;0;1;0;
3141;Bloon bgt si yg jadi alucard';1;1;1;0;0;0;0;0;1;1;0;0;beloon banget alucard;0;1;0;0;0;0;0;0;0;0;0;0;
3145;Malaysians need 2 stop apologizing 2 h8rs n sore losers out there. We earn this #ShameOnYouMalaysia? #SwishSwishBish #SEAGames2017 pic.twitter.com/gcWsZePMSy;0;0;0;0;0;0;0;0;0;0;0;0;malaysian need stop apologize h r sore loser earn shame malaysia swish swish bish sea game;1;0;0;1;0;0;0;0;1;0;1;0;
3153;USER sering. kepedean bgt emang gue ya najis.';0;1;0;0;0;0;0;0;0;0;0;0;user kepedean banget najis;1;1;1;0;0;0;0;0;1;1;0;0;
3155;I find it sucks knowing that usually it comes from indonesia fans who 'replicate' some of international designÃ°ÂÂÂ£Ã°ÂÂÂ£;1;1;0;1;0;0;0;0;1;0;1;0;find suck know usually come indonesia fan replicate international design;0;1;0;0;0;0;0;0;0;0;0;0;
3157;Ratusan Massa Ormas Islam Geruduk LBH Jakarta: Ganyang PKI! URL URL;1;0;0;1;0;1;0;0;0;0;0;1;ratus massa organisasi masyarakat islam gerebek jakarta ganyang partai komunis indonesia;0;0;0;0;0;0;0;0;0;0;0;0;
3159;RT USER: Jidatnya Gosong ,gaya Islami tp Mentalnya Bajingan,pedagang Agama,calo ibadah Uang org mau ibadah di embat,ini lbh busuk dan\xe2\x80\xa6';1;1;1;0;1;0;0;0;0;1;0;0;user jidat gosong gaya islam mental bajing dagang agama calo ibadah duit orang ibadah embat busuk;0;0;0;0;0;0;0;0;0;0;0;0;
3160;tapi temen temennya nyamperin dia dan nenangin dia seolah olah mereka ngedukung dia even after all his wrong doings, dan menjustifikasi kelakuan bejat dia. he must be feeling like it's all nothing now that his closest friends are there for him. get that inside your head, fuckers.;1;1;1;0;0;0;0;0;1;1;0;0;teman teman tenang olah olah dukung even salah justifikasi laku bejat must feel like nothing close friend get inside head fuck;0;1;0;0;0;0;0;0;0;0;0;0;
3161;USER USER USER USER USER USER USER Sekte kampret . Kecoa jamban. 212. Genk daster . Gak ingin jokowi 2 periode. Pikiran mereka kapan gw bisa nilep duit negara ? Ngadalin umat dll\xf0\x9f\x98\x82.';1;1;0;1;1;0;0;0;0;0;1;0;user user user user user user user sekte kampret kecoak jamban geng daster jokowi periode pikir tilap duit negara andal umat lie lie;1;1;0;1;0;0;0;0;1;0;1;0;
3162;Jelaskan terus Islam yg SEBENARNYA, satu titik masyarakat akan sadar Islam BERBAHAYA USER tp pd satu titik;1;0;0;1;1;0;0;0;0;0;1;0;islam titik masyarakat sadar islam bahaya user titik;0;0;0;0;0;0;0;0;0;0;0;0;
3163;jangan biarkan budaya asing merusak kebhinekaan. salah satu bentuk kebudayaan indonesia yaitu toleransi yaitu saling menghargai satu sama lainnya #RakyatMauJokowi2019 #Jokowi2Periode #VIV4JOKOWI #2019JokowiLagi #salam2periode #StopHoax #hoax #T3tapJokowi #;0;0;0;0;0;0;0;0;0;0;0;0;biar budaya asing rusak bineka salah bentuk budaya indonesia toleransi harga lie rakyat jokowi jokowi periode viva jokowi jokowi salam periode stop hoaks hoaks jokowi;1;0;1;0;0;0;0;0;1;1;0;0;
3168;USER Percaya Muhammad nabi silahkan, asal tak rugikan yg lain, karena ada bom, Negara Wajib ungkap siapa Muhammad;1;0;0;1;1;0;0;0;0;0;1;0;user percaya muhammad nabi sila rugi lie bom negara wajib muhammad;1;1;0;1;1;0;0;0;0;0;1;0;
3173;cebong kalo liat duit pura2 budek pasti \n#menolaklupa #liatbudek URL;1;1;0;1;0;0;1;0;0;0;1;0;kecebong lihat duit pura pura budek tolak lupa lihat budek;0;1;0;0;0;0;0;0;0;0;0;0;
3174;Here we go again, crying Ã°ÂÂÂ­ We lost Uncle Titit 2 months ago and now I lost my childhood fave basketball player Kobe Ã°ÂÂÂ;0;1;0;0;0;0;0;0;0;0;0;0;go menang lose paman titit ago lose childhood fave basketball player kobe;0;0;0;0;0;0;0;0;0;0;0;0;
3176; USER  USER  USER in japan like that it's normal,if you think negative meaning that mean your brain is BEJATÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ;1;1;1;0;0;0;0;0;1;1;0;0;user user user japan like normal think negative mean mean brain bejat;0;1;0;0;0;0;0;0;0;0;0;0;
3178;USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram;1;1;0;1;0;0;0;1;0;0;1;0;user user user wajah anak lihat banget penuh dendam benci anak anak makan hasil duit haram kayak banci rumpi maki makan tai istri anak anak orang tua makan bangkai duit haram;0;0;0;0;0;0;0;0;0;0;0;0;
3179;Dan engaku malah party sana sini, tak berhenti seperti cinta ku kepadamu tak pernah berarti. Bajingan';1;1;1;0;0;0;0;0;1;1;0;0;party henti cinta arti bajing;0;1;0;0;0;0;0;0;0;0;0;0;
3181;Dear Malaysia, copy cat is not good, better copy susu #ups #TorTorPunyaIndonesia #MalaysiaMiskinBudaya #sumpahpemuda  USER;1;0;0;1;0;0;0;0;1;0;1;0;dear malaysia copy cat good good copy susu tortor indonesia malaysia miskin budaya sumpah pemuda user;0;0;0;0;0;0;0;0;0;0;0;0;
3187;Kalo sekarang ada PKI gaya baru Jokowi antek komunis;1;0;1;0;0;1;0;0;0;1;0;0;partai komunis indonesia gaya jokowi antek komunis;1;0;0;1;0;1;0;0;0;0;1;0;
3188;Ari sarua beki mah repeh monyet\xf0\x9f\x98\x86\xf0\x9f\x98\x86';0;1;0;0;0;0;0;0;0;0;0;0;ari bek rapi monyet;0;0;0;0;0;0;0;0;0;0;0;0;
3197;Those potholes are his method of berjuang against Cina/Yindia/Kafir Laknatullah! And Syah is trying to get them patched!;1;1;0;1;1;1;0;0;0;0;1;0;pothole method juang cina yindia kafir laknatullah syah try get patch;0;1;0;0;0;0;0;0;0;0;0;0;
3200;Memang bukan Partai yg dibangkitkan tp faham Komunis yg ingin bangkitkan dan ditanamkan oleh rezim ini pak...;1;0;1;0;0;1;0;0;0;1;0;0;partai bangkit paham komunis bangkit tanam rezim;0;0;0;0;0;0;0;0;0;0;0;0;
3206;even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.';1;1;1;0;1;0;0;0;0;1;0;0;even ustaz serban jubah putih drive celaka golong golong babi anak anak;0;0;0;0;0;0;0;0;0;0;0;0;
3207;Niggas was supporting your cornball ass cus you black and did shit for a good cause now you just being a dick;1;1;1;0;0;1;0;0;0;1;0;0;nigga support cornball black shit good cause dick;0;1;0;0;0;0;0;0;0;0;0;0;
3208;USER Itu lagi ngomong bacot dalem ati';0;1;0;0;0;0;0;0;0;0;0;0;user bicara bacot hati;1;1;1;0;0;0;0;0;1;1;0;0;
3209;If you were an activist what would want to protest against?... Ã¢ÂÂ yahudi bangsat!  http://ask.fm/a/226j8if5ÃÂ ;1;1;0;1;1;0;0;0;0;0;1;0;activist would want protest yahudi bangsat;0;0;0;0;0;0;0;0;0;0;0;0;
3210;i did not but i just did not understand what she said overall;0;0;0;0;0;0;0;0;0;0;0;0;understand say overall;0;1;0;0;0;0;0;0;0;0;0;0;
3219;USER serius ini rezim anti Islam?! Ga suka jokowi boleh tapi jangan ngajak2 umat Islam membenci jokowi! URL;1;0;1;0;0;0;0;0;1;1;0;0;user serius rezim anti islam suka jokowi ajak umat islam benci jokowi;1;0;1;0;1;0;0;0;0;1;0;0;
3223;RT USER yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha;1;0;0;1;1;0;0;0;0;0;0;1;user usir orang orang buddha kristen indonesia bakar rumah rumah orang orang kristen buddha;0;0;0;0;0;0;0;0;0;0;0;0;
3225;You bloody munafik son of prostitute. I am investor Heeragold and you bloody devil what is your relation.  https://twitter.com/FarhanK65804512/status/1206712432598638592ÃÂ Ã¢ÂÂ¦;1;1;1;0;0;0;0;0;1;1;0;0;bloody munafik son prostitute investor heeragold bloody devil relation;0;0;0;0;0;0;0;0;0;0;0;0;
3226;"If Jesus is a Malaysian can you imagine how pening the JPN people will be "" dia no bangsa apa? yahudi ke tuhan?.."" .LMAO";1;0;0;1;1;0;0;0;0;0;1;0;yesus malaysian imagine pen jepang people bangsa yahudi tuhan laugh;0;0;0;0;0;0;0;0;0;0;0;0;
3228;Yg paling mirisnya, mereka tuh cowo bertiga anj anj anj anj anj! COWO LOH! Sanggup ya mulutnya ngerumpi terus gbisa diam kaya congor bebek. Sampe film nya habis anjiiirr! Kesal ke ubun ubun dah ketahan dlm hati karena pasti ga enak jg ikutan emosi apalag;1;1;1;0;0;0;0;1;0;1;0;0;pal miri pria anjing anjing anjing anjing anjing pria sanggup mulut rumpi diam kaya congor bebek film habis anjiiirr kesal ubun ubun tahan hati enak emosi;0;1;0;0;0;0;0;0;0;0;0;0;
3234;USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??';1;1;1;0;0;0;0;0;1;1;0;0;user user goblok twit ape omong wowo arah kesitu;0;1;0;0;0;0;0;0;0;0;0;0;
3235;USER Berharap sama rezim ini ane rasa mustahil. Namun pesan ane buat USER ada nih bahan bwt pencitraan untuk Pilpres 2019 gantipresiden\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa';0;0;0;0;0;0;0;0;0;0;0;0;user harap rezim mustahil pesan user nih bahan citra pilih presiden ganti presiden;1;0;1;0;0;0;0;0;1;1;0;0;
3237;USER Dasar goblok dan tolol,NKRI dipimpin sama manusia turunan onta.Harus cari pemimpin yg WNI asli yg pintar dan berbobot.Bukan turunan onta yg otaknya ISIS';1;1;0;1;1;0;0;0;0;0;1;0;user dasar goblok tolol negara republik indonesia pimpin manusia turun unta cari pimpin warga negara indonesia asli pintar bobot turun unta otak isi;1;1;0;1;0;0;0;0;1;0;1;0;
3238;Merokok akan terlihat keren kalau asapnya keluar dari pantat';0;1;0;0;0;0;0;0;0;0;0;0;rokok lihat keren asap pantat;0;0;0;0;0;0;0;0;0;0;0;0;
3244;"RT USER: Sekali2 yang diangkat ""penyesalan orang-orang Indo yang telah pilih Jokowi"" gitu URL";1;0;1;0;0;0;0;0;1;1;0;0;user kali angkat sesal orang orang indonesia pilih jokowi;0;0;0;0;0;0;0;0;0;0;0;0;
3245;#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH;1;1;1;0;0;0;0;0;1;1;0;0;jakarta banjir pimpin akhlak nista agama;1;0;1;0;1;0;0;0;0;1;0;0;
3252;USER Oh iya lo mah bukan saram ya bang\n\nLo sarap';1;1;1;0;0;0;1;0;0;1;0;0;user iya seram bang sarap;0;1;0;0;0;0;0;0;0;0;0;0;
3254;"The #malaysis Kafir Harbi #Abdul Rahman Osman; slit eyed snake, who hates DAP and most Nons. He's 24%  Cina, 29% Tamil, 32% senoi, 15% lenbu";0;1;0;0;0;0;0;0;0;0;0;0;malaysia kafir harbi abdul rahman osman slit eye snake hat dap pal nons cina tamil senoi lenbu;0;0;0;0;0;0;0;0;0;0;0;0;
3256;"Para pembajak agama ini intoleran dan reaktif, mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya. Tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya. ; Ya, mereka memang gunakan agama untuk mengejar tujuan2";1;0;0;1;1;0;0;0;0;0;1;0;bajak agama intoleran reaktif agama badik tusuk lawan duniawi dadak toleransi hina kawan duniawi agama kejar tuju tuju;0;0;0;0;0;0;0;0;0;0;0;0;
3257;USER USER Babi jgn diingatkan hahhahah';0;1;0;0;0;0;0;0;0;0;0;0;user user babi;1;1;1;0;0;0;0;0;1;1;0;0;
3258;That balls came out at last huh  USER anyway appreciate ur appologize BUT though it happen 20km from Bukit Jalil it still some damn pussy action done by some pussies..so we want justice as much as u were when things happen to ur man #shameonyousaddiq #shameonyoumalaysia  https://twitter.com/permadiaktivis/status/1198225288678633478ÃÂ Ã¢ÂÂ¦;1;1;1;0;0;0;0;0;1;1;0;0;ball come last user anyway appreciate appologize though happen km bukit jalil still damn pussy action pussy want justice much pikir happen man shame saddiq shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
3259;USER Salah pangkah dpt taik..taik lgbt,liberal,menentang raja\xc2\xb2,pengampu kafir harbi.';1;1;0;1;1;0;0;1;0;0;1;0;user salah pangkah tai tai lesbian gay bisexual transgender liberal raja ampu kafir harbi;0;1;0;0;0;0;0;0;0;0;0;0;
3263;USER USER Bocah pake baju item bangsad sekali tanpa ada rasa bersalah\xf0\x9f\x98\xb6';1;1;1;0;0;0;0;0;1;1;0;0;user user bocah pakai baju hitam bangsat salah;0;1;0;0;0;0;0;0;0;0;0;0;
3270;Bbm Naik, Listrik Naik, Telur Naik. \nMasih Juga Percaya dengan Ini Rezim Koplak...?';1;1;1;0;0;0;0;0;1;1;0;0;bahan bakar minyak listrik telur percaya rezim kocak;0;0;0;0;0;0;0;0;0;0;0;0;
3271;Demo 299 adalah demo stress frustrasi dan gagal. Tadinya demo itu menjadi demo massal dengan ratusan ribu dan... URL;1;0;0;1;0;0;0;0;1;0;1;0;demo demo stres frustrasi gagal demo demo massal ratus ribu;1;0;1;0;0;0;0;0;1;1;0;0;
3272;USER USER Jokowi diktator muka ndeso hehehe;1;1;1;0;0;0;1;0;0;1;0;0;user user jokowi diktator muka kampung;1;0;1;0;0;0;0;0;1;1;0;0;
3276;Mau di-Ahok-kan ya?;0;0;0;0;0;0;0;0;0;0;0;0;ahok;1;0;1;0;0;0;0;0;1;1;0;0;
3278;When Sandi being asked if #PrabowoGila or not  pic.twitter.com/Vf855qXDyK;1;1;1;0;0;0;0;0;1;1;0;0;sandi ask prabowo gila orang;0;0;0;0;0;0;0;0;0;0;0;0;
3284;USER USER USER USER Mereka kan kaum pekok...bawaannya baperan Mulu....KL kata Junjunannya A....ngikut smua,dasar kaum dongo GK pnya pendirian yah....Malu2in in org Islam ajja';1;1;0;1;1;0;0;0;0;0;1;0;user user user user kaum bodoh bawa bawa asa mulu junjung dasar kaum dungu malu orang islam;1;1;0;1;0;0;0;0;1;0;1;0;
3285;Kawe dlu dia ni captain paling najis liverpool.. Power rupanya.. Keep up the good performance  USER https://twitter.com/LFC/status/1220469741841715202ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;tiru nih captain pal najis liverpool power rupa keep good performance user;0;0;0;0;0;0;0;0;0;0;0;0;
3286;"Need to prove it, waiting your next post
#2019GantiPresiden";0;0;0;0;0;0;0;0;0;0;0;0;need prove wait next post ganti presiden;1;0;1;0;0;0;0;0;1;1;0;0;
3288;"Hahaha people getting butt hurt when talking bout how cheated Malay is 
#ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;people get butt hurt bicara bout cheat malaysia shame malaysia;1;0;0;1;0;0;0;0;1;0;1;0;
3289;Good, Pembubaran HTI is a must for stoping these Khilafah wannabe. If this one end without any chaos, FPI should be next.;1;0;0;1;1;0;0;0;0;0;0;1;good bubar hizbut tahrir indonesia must stop khilafah wannabe one end chaos front bela islam next;1;0;0;1;1;0;0;0;0;0;1;0;
3291;( and each one of them is bejat.;1;1;0;1;0;0;0;0;1;0;1;0;one bejat;0;1;0;0;0;0;0;0;0;0;0;0;
3296;"USER Pak Recep..............anda salah, itu gubernur pakkkk....bukan presiden ., presiden kami lagi di Got.... ; Nih liat kalo gak percaya...";1;0;1;0;0;0;0;0;1;1;0;0;user resep salah gubernur presiden presiden get nih lihat percaya;0;0;0;0;0;0;0;0;0;0;0;0;
3298;Fahri Hamzah : Ã¢??Tugas Presiden Adalah Berkata Benar, Tidak Menipu dan Realisasikan JanjinyaÃ¢??;0;0;0;0;0;0;0;0;0;0;0;0;fahri hamzah tugas presiden tipu realisasi janji;1;0;1;0;0;0;0;0;1;1;0;0;
3299;i KNOW for damn sure yall dont even care for anything outside of your ship and i know yall lowkey homophobic asses only wants to fetishize gay ships but continue to mock and discriminate lgbt+ community. makan tai aja sana bangsat;1;1;0;1;0;0;0;1;0;0;1;0;know damn sure yel even care anything outside ship know yel lowkey homophobic ass want fetishize gay ship continue mock discriminate lesbian gay bisexual transgender community makan tai bangsat;0;1;0;0;0;0;0;0;0;0;0;0;
3300;USER USER Anti kritik kontol mu bangsad. Org idiot aja tau itu hate speech';1;1;1;0;0;0;0;1;0;1;0;0;user user anti kritik kontol mu bangsat orang idiot tau hate speech;0;1;0;0;0;0;0;0;0;0;0;0;
3301;Agar kelak dapat mengungkap dengan jujur, siapa sebenarnya Muhammad dan siapa yg bicara di Quran, betul Pak Lukman?;0;0;0;0;0;0;0;0;0;0;0;0;kelak jujur muhammad bicara alquran lukman;1;0;0;1;1;0;0;0;0;0;1;0;
3304;Ninja kali nih tukang roti keliling, cepet banget ilangnye. 2x gw keluar rumah gak keuber. Sarap.';0;1;0;0;0;0;0;0;0;0;0;0;ninja kali nih tukang roti keliling cepat banget hilang kali rumah kejar sarap;0;0;0;0;0;0;0;0;0;0;0;0;
3316;"This region of Asia, to me, it is also under siege from the conservatives and Reformists who wants to turn democracy into a religion based autocracy. 

Indonesia and Malaysia are now a serious threat to this region of Asia.
 https://www.sinchew.com.my/content/content_2204339.htmlÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;region asia also siege conservative reformist want turn democracy religion base autocracy indonesia malaysia serious threat region asia;0;0;0;0;0;0;0;0;0;0;0;0;
3318;apapun motif konflik rohingya yg pasti umat muslim di zalimi. titik. RedbonsSaveRohingya;1;0;0;1;1;0;0;0;0;0;1;0;motif konflik rohingya umat muslim zalim titik redbone save rohingya;0;0;0;0;0;0;0;0;0;0;0;0;
3321;#NAME?;1;1;1;0;0;0;0;0;1;1;0;0;nama;0;0;0;0;0;0;0;0;0;0;0;0;
3323;Bergelar Profesor Doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip Quran, sangat disayangkan;1;1;0;1;1;0;0;0;0;0;1;0;gelar profesor doktor tolol orang tolol kutip alquran sayang;1;1;1;0;0;0;0;0;1;1;0;0;
3326;USER gak akan masuk ke otak BONG, mereka dungu permanen. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3';1;1;0;1;0;0;0;0;1;0;1;0;user masuk otak kecebong dungu permanen;1;1;1;0;0;0;0;0;1;1;0;0;
3328;For us, the Indonesian people, FPI and HTI are like a grain of sand in the middle of the ocean, once they hit it immediately they fell. #TangkapPRABOWO #TangkapMustofaNahra;1;0;0;1;1;0;0;0;0;0;0;1;u indonesian people front bela islam hizbut tahrir indonesia like grain sand ocean hit immediately fell tangkap prabowo tangkap mustofa nahra;0;0;0;0;0;0;0;0;0;0;0;0;
3329;USER bukannya, Israel yang mengundang yahudi dari seluruh dunia utk tinggal di israel, banyak warga Israel adalah keturunan2 yg org tua ny dari negara2 arab .';0;0;0;0;0;0;0;0;0;0;0;0;user israel undang yahudi dunia tinggal israel warga israel turun turun orang tua negara negara arab;1;1;0;1;0;0;0;0;1;0;1;0;
3330;"USER Dulu dipaksa menanam sama van den bosch di ambil hasilnya di jual sama belanda via VOC. lalu hasilnya pun di korup VOC sayangnya sampai merdeka pin begitu. Hasil panen di salurkan lewat badan pemerintah &amp; jg di korup sama pejabat bangke..\n\n";1;1;0;1;0;0;0;0;1;0;1;0;user paksa tanam van den bosch ambil hasil jual belanda via voc hasil korupsi voc sayang merdeka pin hasil panen salur badan perintah korupsi jabat bangkai;0;0;0;0;0;0;0;0;0;0;0;0;
3335;USER Siapa tahu dg buah2an mereka lebih mudah memahami gus... secara kfc itu produk amerika yg kafir...';0;1;0;0;0;0;0;0;0;0;0;0;user buah buah mudah paham gu kentaki fry chicken produk amerika kafir;0;0;0;0;0;0;0;0;0;0;0;0;
3336;USER Tai kaga ngajak';0;1;0;0;0;0;0;0;0;0;0;0;user tai ajak;1;1;1;0;0;0;0;0;1;1;0;0;
3338;anjing pedih banget ga si jadi member x1... they supposed to be in one stage holding the fan meeting tgtÃ°ÂÂÂ­Ã°ÂÂÂ­me cryin;0;1;0;0;0;0;0;0;0;0;0;0;anjing pedih banget member x suppose one stage hold fan meet tgt cry;1;1;1;0;0;0;0;0;1;1;0;0;
